drugName,avg_sentiment,avg_rating,review_count,avg_usefulness,top_side_effects,sentiment_rating_interaction
Chlorpheniramine / phenylephrine,0.28613333333333335,10.0,3,4.333333333333333,[],2.8613333333333335
Chlorpheniramine / pseudoephedrine,0.45525000000000004,7.75,4,4.25,"[('dry mouth', 1)]",3.5281875000000005
Chlorpromazine,-0.028156250000000008,8.625,16,15.75,"[('pain', 1), ('dry mouth', 1), ('vomiting', 1)]",-0.24284765625000007
Chlorthalidone,0.7606,10.0,1,17.0,[],7.606000000000001
Chlorzoxazone,0.001095000000000007,7.15,20,44.05,"[('pain', 10), ('headache', 1), ('anxiety', 1)]",0.00782925000000005
Cholecalciferol,0.1807,6.666666666666667,3,18.666666666666668,"[('pain', 1), ('weakness', 1), ('dizziness', 1)]",1.2046666666666668
Cholecalciferol / folic acid,-0.4939,5.0,1,0.0,"[('pain', 1)]",-2.4695
Cholestyramine,0.12227428571428572,8.914285714285715,35,33.02857142857143,"[('diarrhea', 8), ('pain', 5), ('constipation', 4)]",1.089987918367347
Cholestyramine Light,-0.8843,9.0,1,45.0,"[('pain', 1)]",-7.958699999999999
Chondroitin / glucosamine,-0.33075,7.5,6,9.0,"[('pain', 5)]",-2.480625
Chondroitin / glucosamine / methylsulfonylmethane,-0.6899500000000001,5.0,2,3.0,"[('pain', 2)]",-3.4497500000000003
Chorionic gonadotropin (hcg),0.3607,7.2,5,25.8,"[('pain', 1)]",2.5970400000000002
Chromium picolinate,0.18675,9.25,4,90.5,"[('anxiety', 1), ('weight loss', 1)]",1.7274375
Cialis,0.3888717277486911,8.738219895287958,191,63.50785340314136,"[('headache', 36), ('pain', 18), ('anxiety', 14)]",3.398046668128615
Ciclesonide,0.1656125,6.875,8,9.875,"[('headache', 1), ('dizziness', 1), ('pain', 1)]",1.1385859375
Ciclodan,0.6249,10.0,1,37.0,"[('pain', 1)]",6.2490000000000006
Ciclopirox,0.1686875,8.0,8,58.125,"[('pain', 1)]",1.3495
Cilostazol,0.23536666666666664,7.0,3,29.666666666666668,"[('pain', 2), ('headache', 1)]",1.6475666666666664
Cimetidine,0.1155,6.666666666666667,3,18.666666666666668,"[('pain', 1), ('rash', 1)]",0.77
Cimzia,-0.03256250000000001,6.625,8,7.375,"[('pain', 3), ('headache', 1)]",-0.21572656250000005
Cinacalcet,0.54425,9.5,2,9.5,[],5.170375
Cinqair,0.9478,8.0,1,23.0,[],7.5824
Cipro,-0.27219058823529413,5.482352941176471,85,41.752941176470586,"[('pain', 29), ('headache', 13), ('nausea', 12)]",-1.4922448719723185
Ciprodex,-0.13900666666666664,5.6,15,7.666666666666667,"[('pain', 8), ('vomiting', 1), ('rash', 1)]",-0.7784373333333331
Ciprofloxacin,-0.28288857142857143,5.428571428571429,210,26.261904761904763,"[('pain', 80), ('nausea', 26), ('headache', 22)]",-1.5356808163265308
Ciprofloxacin / dexamethasone,-0.4100916666666667,5.5,12,6.5,"[('pain', 8), ('dizziness', 1), ('vomiting', 1)]",-2.255504166666667
Citalopram,-0.10057219917012448,7.734439834024896,723,47.29875518672199,"[('anxiety', 393), ('nausea', 59), ('headache', 59)]",-0.7778696234568965
CitraNatal 90 DHA,0.73645,5.5,2,0.5,"[('nausea', 1)]",4.0504750000000005
Citrate of Magnesia,0.128,10.0,1,58.0,[],1.28
Citric acid / magnesium oxide / sodium picosulfate,0.324862,6.86,50,9.68,"[('nausea', 9), ('diarrhea', 4), ('pain', 4)]",2.22855332
Cladribine,0.2732,10.0,1,15.0,"[('nausea', 1)]",2.732
Claravis,0.22027333333333335,8.022222222222222,45,13.488888888888889,"[('pain', 9), ('headache', 1), ('fatigue', 1)]",1.7670816296296297
Clarifoam EF,0.58902,9.6,5,26.4,"[('pain', 1)]",5.654592
Clarinex-D 12 Hour,-0.288,9.0,1,1.0,[],-2.5919999999999996
Clarithromycin,-0.41898124999999997,5.485576923076923,208,15.182692307692308,"[('pain', 60), ('nausea', 30), ('headache', 22)]",-2.298353876201923
Claritin,-0.41042500000000004,4.5,4,27.5,"[('anxiety', 1), ('dizziness', 1), ('fatigue', 1)]",-1.8469125000000002
Claritin-D,-0.07519285714285716,7.071428571428571,14,26.571428571428573,"[('headache', 3), ('fever', 2), ('anxiety', 2)]",-0.531720918367347
Claritin-D 12 Hour,-0.11180000000000001,5.0,2,5.5,"[('headache', 2), ('insomnia', 1), ('anxiety', 1)]",-0.559
Claritin-D 24 Hour,-0.4315,7.75,4,5.25,"[('insomnia', 2), ('fatigue', 1), ('pain', 1)]",-3.344125
ClearLax,0.6279,10.0,2,40.5,[],6.279
Clemastine,0.3597,10.0,1,11.0,"[('fever', 1)]",3.5970000000000004
Cleocin,-0.7576666666666667,5.333333333333333,3,38.666666666666664,"[('pain', 3), ('fatigue', 1), ('diarrhea', 1)]",-4.0408888888888885
Cleocin HCl,-0.9186,8.0,1,35.0,"[('nausea', 1), ('pain', 1)]",-7.3488
Cleocin Ovules,0.1145,10.0,1,11.0,[],1.145
Climara,0.16365000000000002,7.2,10,20.1,[],1.1782800000000002
Climara Pro,-0.29925,4.75,8,5.625,"[('headache', 1)]",-1.4214375000000001
Clindagel,0.9645,10.0,1,32.0,[],9.645
Clindamycin,-0.26725,6.633587786259542,262,26.133587786259543,"[('pain', 103), ('diarrhea', 38), ('nausea', 22)]",-1.7728263358778626
Clindamycin / tretinoin,0.3819474576271186,7.677966101694915,59,10.423728813559322,"[('pain', 4), ('sweating', 1)]",2.932579632289572
Clindesse,-0.3791,7.0,3,9.0,[],-2.6536999999999997
Clinoril,0.0258,10.0,1,13.0,"[('pain', 1)]",0.258
Clioquinol / hydrocortisone,-0.8934,10.0,1,3.0,"[('rash', 1)]",-8.934
Clobazam,0.17950000000000002,7.0,3,15.0,[],1.2565000000000002
Clobetasol,0.22291818181818182,9.181818181818182,33,21.454545454545453,"[('pain', 5), ('rash', 5)]",2.046794214876033
Clobex,0.13548333333333332,9.333333333333334,18,28.333333333333332,"[('weight gain', 1), ('rash', 1), ('pain', 1)]",1.2645111111111111
Clocortolone,-0.09615000000000004,10.0,2,10.5,[],-0.9615000000000005
Clomid,0.5383285714285714,8.523809523809524,21,130.8095238095238,"[('nausea', 1)]",4.588610204081633
Clomiphene,0.36557407407407405,8.074074074074074,27,76.4074074074074,"[('dizziness', 1), ('nausea', 1), ('fatigue', 1)]",2.9516721536351165
Clomipramine,-0.08902800000000001,8.54,50,41.32,"[('anxiety', 15), ('dry mouth', 7), ('weight gain', 6)]",-0.76029912
Clonazepam,-0.1301179190751445,8.630057803468208,519,42.115606936416185,"[('anxiety', 322), ('insomnia', 49), ('pain', 26)]",-1.1229251628854957
Clonidine,0.019644196428571428,7.678571428571429,224,53.330357142857146,"[('pain', 44), ('anxiety', 34), ('dry mouth', 22)]",0.15083936543367346
Clopidogrel,-0.1879761904761905,8.380952380952381,21,78.42857142857143,"[('pain', 6), ('headache', 2), ('nausea', 1)]",-1.575419501133787
Clorazepate,-0.1552,8.357142857142858,14,44.285714285714285,"[('anxiety', 9), ('insomnia', 1), ('dizziness', 1)]",-1.2970285714285716
Clotrimazole,0.2642875,6.0,8,22.5,[],1.585725
Clove,0.8672,10.0,1,4.0,[],8.672
Clozapine,0.40166666666666667,8.083333333333334,12,53.666666666666664,"[('fatigue', 1), ('anxiety', 1), ('nausea', 1)]",3.246805555555556
Clozaril,0.46559999999999996,8.6,5,98.2,"[('anxiety', 1), ('fatigue', 1)]",4.00416
CoQ10,0.6527,10.0,1,3.0,[],6.526999999999999
Coagulation factor ix,0.6115,6.0,1,3.0,[],3.6690000000000005
Coal tar,0.42648749999999996,9.0,8,12.375,"[('rash', 2)]",3.8383874999999996
Coal tar / salicylic acid / sulfur,-0.0038,9.0,1,0.0,[],-0.0342
Coartem,0.6989,9.0,1,7.0,[],6.2901
Cobicistat / darunavir,-0.8263499999999999,1.0,2,4.5,"[('insomnia', 1), ('rash', 1), ('pain', 1)]",-0.8263499999999999
Cobicistat / elvitegravir / emtricitabine / tenofovir,0.334674358974359,9.435897435897436,39,16.923076923076923,"[('headache', 9), ('nausea', 5), ('diarrhea', 5)]",3.157952925706772
Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,0.1553,8.1,30,10.133333333333333,"[('rash', 4), ('headache', 4), ('pain', 4)]",1.25793
Codeine,-0.3450642857142857,8.785714285714286,14,16.785714285714285,"[('pain', 8), ('constipation', 2), ('diarrhea', 1)]",-3.0316362244897963
Codeine / guaifenesin,0.0006583333333333256,6.291666666666667,24,21.583333333333332,"[('headache', 3), ('pain', 3), ('vomiting', 1)]",0.00414201388888884
Codeine / guaifenesin / pseudoephedrine,-0.5435,2.0,1,5.0,"[('headache', 1)]",-1.087
Codeine / promethazine,-0.05386666666666667,7.142857142857143,21,15.0,"[('nausea', 2), ('vomiting', 2), ('pain', 1)]",-0.3847619047619048
Codimal DM,0.8159,10.0,1,1.0,[],8.158999999999999
Coenzyme Q10,0.6908,9.0,1,23.0,[],6.2172
Colace,0.8296,10.0,1,146.0,[],8.296
Colazal,-0.3126,7.333333333333333,3,11.0,[],-2.2923999999999998
Colchicine,-0.355404,7.16,25,17.24,"[('pain', 14), ('diarrhea', 4), ('vomiting', 1)]",-2.54469264
Colcrys,-0.2167222222222222,8.222222222222221,9,24.0,"[('pain', 8)]",-1.781938271604938
Colesevelam,-0.18745238095238095,8.80952380952381,21,35.95238095238095,"[('diarrhea', 7), ('pain', 4), ('constipation', 1)]",-1.6513662131519276
CombiPatch,0.23010000000000003,7.0,5,12.8,"[('nausea', 1), ('headache', 1), ('insomnia', 1)]",1.6107000000000002
Combigan,-0.506675,5.75,4,12.25,[],-2.91338125
Combivent,0.6629750000000001,8.5,4,20.75,[],5.6352875000000004
Combivent Respimat,-0.035771428571428565,4.285714285714286,7,19.142857142857142,[],-0.15330612244897956
Combivir,0.8904,10.0,1,6.0,[],8.904
Cometriq,-0.9291,1.0,1,0.0,"[('nausea', 1), ('diarrhea', 1), ('pain', 1)]",-0.9291
Commit,0.4480857142857143,9.142857142857142,7,12.0,"[('pain', 1)]",4.096783673469388
Compazine,-0.5841333333333333,3.212121212121212,33,15.757575757575758,"[('nausea', 16), ('vomiting', 7), ('anxiety', 6)]",-1.8763070707070704
Complera,0.34859999999999997,8.419354838709678,31,15.064516129032258,"[('headache', 4), ('pain', 3), ('insomnia', 3)]",2.9349870967741936
Compro,-0.7589,10.0,1,33.0,"[('nausea', 1), ('vomiting', 1), ('diarrhea', 1)]",-7.589
Comtan,-0.9382,1.0,1,1.0,[],-0.9382
Concerta,0.07369496402877698,7.309352517985611,139,42.45323741007194,"[('anxiety', 20), ('headache', 12), ('insomnia', 9)]",0.5386624708866001
Condylox,0.43015,5.5,2,13.0,[],2.365825
Conestat alfa,0.6461,10.0,1,34.0,[],6.461
Conivaptan,-0.0644,9.0,1,14.0,[],-0.5796
Conjugated estrogens,-0.17694375,8.125,32,40.75,"[('pain', 5), ('sweating', 1), ('weakness', 1)]",-1.43766796875
Conjugated estrogens / medroxyprogesterone,0.24878571428571425,6.571428571428571,7,24.0,"[('pain', 1), ('weight gain', 1), ('sweating', 1)]",1.6348775510204079
Contrave,0.14939248895434462,7.057437407952872,679,25.64359351988218,"[('nausea', 184), ('headache', 118), ('weight loss', 105)]",1.054328140013578
Copaxone,0.02013958333333334,7.958333333333333,48,38.916666666666664,"[('pain', 7), ('rash', 2), ('weight loss', 1)]",0.16027751736111115
Copegus,0.7918,8.0,1,24.0,[],6.3344
Copper,-0.01673979591836735,7.351020408163265,490,7.777551020408163,"[('pain', 305), ('anxiety', 18), ('weight gain', 13)]",-0.1230545814244065
Cordran Tape,0.24376000000000003,9.6,5,11.2,[],2.3400960000000004
Coreg,-0.12866923076923079,7.6923076923076925,13,51.76923076923077,"[('pain', 4), ('dizziness', 1), ('weakness', 1)]",-0.9897633136094676
Coreg CR,-0.320575,7.5,4,32.25,[],-2.4043125
Corgard,-0.12635,8.5,2,26.0,"[('headache', 1)]",-1.073975
Coricidin HBP Cold & Flu,0.51125,9.25,4,18.0,[],4.7290624999999995
Coricidin HBP Cough & Cold,-0.7003,2.0,1,8.0,"[('headache', 1)]",-1.4006
Correctol,-0.48762,4.9,10,8.2,"[('pain', 5), ('nausea', 3), ('sweating', 2)]",-2.389338
Cortef,-0.29485,9.0,2,33.5,"[('anxiety', 1), ('pain', 1)]",-2.65365
Corticotropin,0.52995,7.0,4,6.5,"[('pain', 1)]",3.7096500000000003
Cosamin DS,-0.25,1.0,1,3.0,[],-0.25
Cosentyx,-0.04055909090909091,5.681818181818182,22,14.363636363636363,"[('pain', 7), ('headache', 1), ('nausea', 1)]",-0.23044938016528926
Cosopt,-0.4767,7.0,1,0.0,[],-3.3369
Coumadin,-0.6608333333333333,7.333333333333333,3,30.666666666666668,"[('headache', 2), ('anxiety', 1)]",-4.84611111111111
Cozaar,-0.12545294117647057,6.705882352941177,17,113.17647058823529,"[('headache', 2), ('dizziness', 2), ('weight gain', 1)]",-0.8412726643598615
Cranberry,0.3384,10.0,1,8.0,[],3.384
Creon,0.006600000000000006,6.4,5,23.0,"[('pain', 3), ('vomiting', 1), ('headache', 1)]",0.04224000000000004
Crestor,-0.3178864864864865,6.378378378378378,37,60.189189189189186,"[('pain', 20), ('weakness', 2), ('headache', 2)]",-2.0276002921840757
Crisaborole,-0.09949444444444445,7.555555555555555,18,17.11111111111111,"[('pain', 5), ('rash', 2), ('fever', 1)]",-0.7517358024691358
Crizotinib,0.8121,10.0,3,3.6666666666666665,"[('nausea', 2), ('diarrhea', 1)]",8.121
Cromolyn,0.159375,10.0,4,9.75,"[('fever', 1)]",1.59375
Cryselle,-0.029044927536231887,5.898550724637682,69,8.985507246376812,"[('pain', 16), ('weight gain', 14), ('nausea', 11)]",-0.17132297836588956
Cubicin,-0.6573,10.0,1,2.0,[],-6.573
Cutar,0.13935000000000003,8.0,2,1.0,[],1.1148000000000002
Cutivate,0.8537,9.0,1,12.0,"[('rash', 1)]",7.6833
Cuvitru,0.879,9.0,1,4.0,[],7.911
Cyanocobalamin,0.08947142857142856,9.428571428571429,7,30.714285714285715,"[('fatigue', 2), ('weight loss', 1), ('pain', 1)]",0.8435877551020408
Cyclafem 1 / 35,-0.18710000000000002,7.2,5,2.6,"[('weight gain', 1)]",-1.34712
Cyclessa,-0.59765,3.25,4,1.75,"[('anxiety', 1)]",-1.9423625
Cyclizine,0.03391428571428572,7.428571428571429,7,20.571428571428573,"[('pain', 2), ('nausea', 1)]",0.2519346938775511
Cyclobenzaprine,-0.1816731543624161,6.496644295302014,149,36.993288590604024,"[('pain', 104), ('headache', 14), ('dry mouth', 12)]",-1.1802658618981128
Cyclopentolate,-0.9604,4.0,1,15.0,"[('anxiety', 1), ('pain', 1)]",-3.8416
Cyclophosphamide,0.08836666666666666,7.666666666666667,3,4.0,"[('pain', 1)]",0.6774777777777777
Cyclosporine,-0.03921249999999999,6.0,24,25.916666666666668,"[('blurred vision', 2), ('pain', 2), ('headache', 1)]",-0.23527499999999996
Cyklokapron,0.9331,10.0,1,17.0,[],9.331
Cylert,0.40449999999999997,9.5,4,8.25,"[('anxiety', 1)]",3.8427499999999997
Cymbalta,-0.3323996581196581,6.702564102564103,585,47.99487179487179,"[('pain', 248), ('anxiety', 190), ('nausea', 71)]",-2.227930016217401
Cyproheptadine,0.40477384615384615,8.6,65,39.246153846153845,"[('weight gain', 11), ('headache', 8), ('anxiety', 2)]",3.481055076923077
Cyred,-0.05243333333333333,5.333333333333333,3,2.6666666666666665,[],-0.2796444444444444
Cytomel,0.13894285714285712,9.571428571428571,7,139.42857142857142,"[('weight gain', 2), ('dizziness', 1), ('anxiety', 1)]",1.329881632653061
Cytotec,0.4588,10.0,1,10.0,"[('pain', 1)]",4.588
Cytoxan,0.68135,9.5,2,5.5,"[('pain', 1)]",6.472825
Cytra-K,-0.34,10.0,1,6.0,[],-3.4000000000000004
D.H.E. 45,-0.016400000000000026,9.5,2,6.5,[],-0.15580000000000024
D3,-0.6822,10.0,1,3.0,[],-6.822
DDAVP,0.58825,10.0,2,10.0,[],5.8825
Dabigatran,-0.1704317073170732,7.048780487804878,41,38.853658536585364,"[('pain', 12), ('diarrhea', 2), ('constipation', 2)]",-1.2013356930398573
Daclatasvir,0.8271,10.0,1,5.0,[],8.270999999999999
Daklinza,-0.0033500000000000196,9.0,2,2.5,"[('rash', 1)]",-0.030150000000000177
Dalfampridine,0.49928275862068966,9.0,29,66.55172413793103,"[('pain', 2), ('fatigue', 2), ('constipation', 2)]",4.493544827586207
Daliresp,-0.07796,7.333333333333333,15,46.86666666666667,"[('nausea', 3), ('headache', 2), ('diarrhea', 2)]",-0.5717066666666667
Dallergy,0.1779,10.0,1,16.0,[],1.779
Dalmane,-0.17601666666666668,8.0,6,27.0,"[('insomnia', 1), ('anxiety', 1), ('weight gain', 1)]",-1.4081333333333335
Damiana,0.9636,10.0,1,14.0,"[('headache', 1), ('anxiety', 1)]",9.636
Danazol,-0.481625,9.5,4,7.5,"[('pain', 1), ('weight gain', 1)]",-4.5754375000000005
Danocrine,-0.7874,10.0,1,10.0,[],-7.874
Dantrium,0.8945,10.0,1,98.0,[],8.945
Dantrolene,0.6142,10.0,1,17.0,[],6.1419999999999995
Dapagliflozin,-0.247478125,4.1875,32,14.9375,"[('pain', 6), ('weight loss', 5), ('dry mouth', 4)]",-1.0363146484374999
Dapagliflozin / metformin,0.7497666666666666,9.0,3,24.333333333333332,"[('weight loss', 1)]",6.7479
Dapsone,0.278303125,7.302083333333333,96,18.96875,"[('pain', 11), ('rash', 1), ('vomiting', 1)]",2.0321926106770833
Daptomycin,-0.6573,10.0,1,2.0,[],-6.573
Daraprim,0.683,10.0,1,0.0,[],6.83
Darbepoetin alfa,-0.7506,8.0,1,5.0,"[('pain', 1)]",-6.0048
Darifenacin,0.14446000000000003,6.8,5,25.2,"[('dry mouth', 1), ('constipation', 1), ('nausea', 1)]",0.9823280000000002
Darvocet A500,-0.7935,9.0,1,2.0,"[('pain', 1)]",-7.1415
Darvocet-N 50,-0.8448,8.0,1,13.0,"[('dizziness', 1), ('pain', 1)]",-6.7584
Darvon,-0.41408000000000006,8.2,5,3.2,"[('pain', 5)]",-3.3954560000000003
Dasabuvir / ombitasvir / paritaprevir / ritonavir,0.15694,6.4,5,22.2,"[('fatigue', 2), ('pain', 1)]",1.004416
Dasatinib,-0.4546272727272727,9.0,11,12.272727272727273,"[('pain', 6), ('headache', 2), ('nausea', 1)]",-4.091645454545454
Dasetta 1 / 35,0.32,3.0,1,3.0,[],0.96
Daytrana,0.134084375,8.0625,32,22.71875,"[('insomnia', 2), ('anxiety', 2), ('rash', 2)]",1.0810552734375
Dazidox,-0.7763,10.0,1,13.0,"[('pain', 1)]",-7.763
Debrox,-0.3818,1.0,1,7.0,[],-0.3818
Decadron,-0.26566999999999996,5.0,10,14.6,"[('pain', 2), ('weakness', 1), ('headache', 1)]",-1.32835
Declomycin,0.8402,10.0,1,9.0,[],8.402
Deconamine,0.34,10.0,1,5.0,[],3.4000000000000004
Degarelix,-0.5185666666666667,9.0,3,31.333333333333332,"[('pain', 2), ('weight gain', 1)]",-4.6671000000000005
Delatestryl,0.52565,8.5,2,29.0,"[('pain', 1)]",4.468025
Delsym,-0.14175714285714286,3.8333333333333335,42,6.4523809523809526,"[('diarrhea', 24), ('pain', 6), ('nausea', 5)]",-0.543402380952381
Delsym 12 Hour Cough Relief,-0.18068,6.4,5,3.4,"[('diarrhea', 2), ('nausea', 1), ('pain', 1)]",-1.156352
Deltasone,0.32765,6.5,4,57.0,"[('insomnia', 1), ('pain', 1), ('weight gain', 1)]",2.129725
Delzicol,0.2665,5.5,2,3.0,[],1.46575
Demeclocycline,0.05559999999999998,9.0,2,7.0,[],0.5003999999999998
Demerol,-0.257235,8.85,20,36.0,"[('pain', 18), ('nausea', 1)]",-2.27652975
Denavir,0.41653,8.8,20,9.05,[],3.6654640000000005
Denosumab,-0.5772,3.075,40,101.55,"[('pain', 24), ('rash', 5), ('headache', 4)]",-1.7748900000000003
Depakene,-0.32065,4.0,4,11.25,"[('nausea', 2)]",-1.2826
Depakote,0.05068383838383839,6.474747474747475,99,41.72727272727273,"[('weight gain', 31), ('anxiety', 9), ('pain', 7)]",0.3281650545862667
Depakote ER,0.12448666666666666,7.466666666666667,30,15.2,"[('weight gain', 6), ('headache', 4), ('anxiety', 3)]",0.9295004444444445
Depakote Sprinkles,0.25,9.0,1,14.0,"[('weight gain', 1)]",2.25
Deplin,0.12548048780487805,7.536585365853658,41,92.8780487804878,"[('anxiety', 14), ('pain', 5), ('weakness', 2)]",0.9456944080904224
Depo-Medrol,0.05771666666666666,9.5,6,49.833333333333336,"[('pain', 4), ('sweating', 1)]",0.5483083333333333
Depo-Provera,-0.1789098820058997,4.660766961651918,678,10.52212389380531,"[('pain', 122), ('weight gain', 106), ('headache', 46)]",-0.8338572671661402
Depo-Testosterone,-0.8339000000000001,10.0,2,62.0,"[('anxiety', 2), ('pain', 1)]",-8.339
DermaZinc Shampoo,0.9206,10.0,1,10.0,[],9.206
Dermal filler,-0.061350000000000016,5.5,2,29.5,"[('pain', 1)]",-0.3374250000000001
DesOwen,0.1263,8.0,1,49.0,[],1.0104
Desipramine,0.2652333333333333,9.777777777777779,9,33.0,"[('dry mouth', 1), ('anxiety', 1)]",2.5933925925925925
Desloratadine,-0.12479999999999998,4.833333333333333,6,7.166666666666667,"[('headache', 1), ('pain', 1), ('rash', 1)]",-0.6031999999999998
Desloratadine / pseudoephedrine,-0.288,9.0,1,1.0,[],-2.5919999999999996
Desmopressin,0.2125142857142857,9.714285714285714,7,17.857142857142858,"[('pain', 1)]",2.0644244897959183
Desogen,0.15244999999999997,6.0625,16,6.3125,"[('weight gain', 4), ('headache', 1), ('nausea', 1)]",0.9242281249999998
Desogestrel / ethinyl estradiol,-0.11106395663956639,5.775067750677507,369,5.924119241192412,"[('weight gain', 63), ('pain', 58), ('headache', 42)]",-0.6414018742518048
Desonate,0.876,10.0,1,17.0,[],8.76
Desonide,0.31705,9.0,12,23.083333333333332,"[('pain', 2)]",2.85345
Desoximetasone,0.08597000000000002,8.6,10,15.7,"[('pain', 2)]",0.7393420000000002
Desoxyn,0.30065833333333336,9.666666666666666,12,80.75,"[('anxiety', 2)]",2.906363888888889
Desvenlafaxine,-0.019559198113207544,7.382075471698113,424,35.759433962264154,"[('anxiety', 166), ('nausea', 54), ('headache', 44)]",-0.1443874766375934
Desyrel,-0.0009749999999999944,7.25,12,65.41666666666667,"[('insomnia', 4), ('headache', 2), ('pain', 1)]",-0.00706874999999996
Desyrel Dividose,0.7155499999999999,8.0,2,42.5,[],5.724399999999999
Detrol,0.27415,7.0,4,31.25,[],1.91905
Detrol LA,0.20602857142857142,6.857142857142857,7,25.142857142857142,"[('dry mouth', 2), ('headache', 1), ('pain', 1)]",1.4127673469387754
Devrom,-0.0294,10.0,1,4.0,[],-0.294
Dexamethasone,-0.2514904761904762,6.666666666666667,21,8.80952380952381,"[('pain', 5), ('blurred vision', 3), ('headache', 2)]",-1.6766031746031749
Dexamethasone / neomycin / polymyxin b,-0.58355,10.0,2,2.0,[],-5.8355
Dexamethasone / tobramycin,0.13856000000000002,6.8,5,20.2,[],0.942208
Dexamethasone Intensol,0.7999,10.0,1,17.0,"[('insomnia', 1), ('pain', 1)]",7.9990000000000006
Dexbrompheniramine / pseudoephedrine,-0.07876,10.0,20,11.35,"[('headache', 2), ('pain', 1)]",-0.7876
Dexchlorpheniramine,0.4376,10.0,1,2.0,[],4.3759999999999994
Dexchlorpheniramine / dextromethorphan / pseudoephedrine,-0.4215,9.0,1,0.0,[],-3.7935
Dexedrine,0.3245022727272727,8.522727272727273,44,46.40909090909091,"[('anxiety', 10), ('dry mouth', 2), ('fatigue', 2)]",2.765644369834711
Dexilant,-0.2240235294117647,6.862745098039215,51,36.294117647058826,"[('pain', 16), ('diarrhea', 15), ('nausea', 5)]",-1.5374163783160322
Dexlansoprazole,-0.1555757142857143,6.9,70,32.18571428571428,"[('pain', 24), ('diarrhea', 19), ('nausea', 7)]",-1.0734724285714285
Dexmethylphenidate,0.12626666666666667,7.769230769230769,78,35.17948717948718,"[('pain', 4), ('headache', 3), ('anxiety', 3)]",0.9809948717948718
Dexpanthenol,0.2006,10.0,1,16.0,[],2.0060000000000002
Dextroamphetamine,0.3257107692307692,8.707692307692307,65,34.33846153846154,"[('anxiety', 13), ('fatigue', 5), ('insomnia', 4)]",2.836189159763313
Dextromethorphan,-0.2725842105263158,4.092105263157895,76,5.394736842105263,"[('diarrhea', 37), ('pain', 13), ('nausea', 6)]",-1.1154432825484766
Dextromethorphan / guaifenesin,0.6265000000000001,6.333333333333333,3,9.333333333333334,[],3.9678333333333335
Dextromethorphan / guaifenesin / phenylephrine,0.3454,5.5,2,1.0,"[('insomnia', 1), ('anxiety', 1), ('headache', 1)]",1.8997
Dextromethorphan / guaifenesin / pseudoephedrine,0.31617500000000004,9.5,4,2.5,"[('dizziness', 1)]",3.0036625000000003
Dextromethorphan / promethazine,0.339,1.0,1,7.0,[],0.339
Dextromethorphan / quinidine,-0.141175,8.875,8,46.375,[],-1.252928125
Diamox,-0.22635555555555553,6.444444444444445,18,19.5,"[('headache', 10), ('pain', 3), ('nausea', 3)]",-1.4587358024691357
Diamox Sequels,-0.236425,8.5,4,16.25,"[('headache', 1)]",-2.0096125
Diastat AcuDial,0.3612,5.0,1,10.0,[],1.806
Diazepam,-0.16496377551020408,8.795918367346939,196,55.224489795918366,"[('anxiety', 99), ('pain', 45), ('headache', 5)]",-1.4510079029571012
Diazoxide,0.878,9.0,1,2.0,"[('nausea', 1), ('headache', 1)]",7.902
Dibucaine,0.006333333333333339,9.666666666666666,3,8.0,[],0.061222222222222275
Diclegis,0.05872083333333334,6.979166666666667,48,6.458333333333333,"[('nausea', 32), ('vomiting', 20), ('fatigue', 4)]",0.40982248263888893
Diclofenac,-0.1882106529209622,8.123711340206185,291,29.759450171821307,"[('pain', 244), ('headache', 11), ('nausea', 5)]",-1.5289690154816309
Diclofenac / misoprostol,-0.24863684210526316,7.526315789473684,19,51.26315789473684,"[('pain', 13), ('nausea', 1), ('weight gain', 1)]",-1.8713193905817174
Dicyclomine,-0.24022352941176472,8.117647058823529,68,41.94117647058823,"[('pain', 35), ('diarrhea', 12), ('nausea', 6)]",-1.9500498269896194
Didrex,0.306475,7.5,4,24.0,"[('headache', 1)]",2.2985625
Dienogest / estradiol,-0.0698037037037037,6.962962962962963,27,6.074074074074074,"[('headache', 3), ('nausea', 2), ('vomiting', 1)]",-0.48604060356652945
Diethylpropion,0.2122264705882353,9.382352941176471,68,44.5735294117647,"[('weight loss', 13), ('dry mouth', 10), ('headache', 9)]",1.9911836505190312
Differin,0.26258533333333334,7.506666666666667,75,25.893333333333334,"[('pain', 9), ('rash', 4)]",1.971140568888889
Dificid,0.6249,10.0,1,7.0,[],6.2490000000000006
Diflorasone,0.3384,9.0,1,0.0,[],3.0456
Diflucan,-0.14027906976744187,6.465116279069767,43,42.41860465116279,"[('headache', 8), ('pain', 8), ('nausea', 6)]",-0.906920497566252
Diflunisal,-0.0007000000000000339,7.0,2,10.5,"[('pain', 1)]",-0.0049000000000002375
Difluprednate,-0.6369,6.0,1,17.0,[],-3.8214
Digoxin,0.15236,5.8,5,49.6,"[('pain', 1)]",0.8836879999999999
Dihydroergotamine,-0.19529285714285716,7.857142857142857,14,9.142857142857142,"[('pain', 3), ('headache', 2), ('nausea', 1)]",-1.5344438775510205
Dilantin,-0.11786956521739128,6.695652173913044,23,13.26086956521739,"[('rash', 4), ('pain', 3), ('dizziness', 2)]",-0.7892136105860112
