drugName,avg_sentiment,avg_rating,review_count,avg_usefulness,demand,demand_scaled,effectiveness_score,sentiment_per_review,engagement_score,popularity,top_side_effects,sentiment_rating_proxy,sentiment_usefulness,rating_variation_proxy,insights,actions
Darvocet-N 50,-0.8448,8.0,1,13.0,-32.480000000000004,0.0038534985324201,8.0,-0.4224,13.0,low,"[('dizziness', 1), ('pain', 1)]",-0.8448,-10.9824,0.0714285714285714,['Negative patient sentiment detected'],['Investigate patient complaints']
Darvon,-0.41408,8.2,5,3.2,27.991999999999997,0.0080903851370112,8.2,-0.0690133333333333,16.0,medium,"[('pain', 5)]",-2.0704,-1.325056,1.1904761904761905,['Negative patient sentiment detected'],['Investigate patient complaints']
Dasabuvir / ombitasvir / paritaprevir / ritonavir,0.15694,6.4,5,22.2,108.094,0.0137026203996279,6.4,0.0261566666666666,111.0,medium,"[('fatigue', 2), ('pain', 1)]",0.7847,3.4840679999999997,0.2155172413793103,[],[]
Dasatinib,-0.4546272727272727,9.0,11,12.272727272727272,43.08272727272727,0.0091476959624404,9.0,-0.037885606060606,135.0,medium,"[('pain', 6), ('headache', 2), ('nausea', 1)]",-5.0009,-5.579516528925619,0.8287671232876713,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Dasetta 1 / 35,0.32,3.0,1,3.0,78.0,0.0115941261299069,3.0,0.16,3.0,low,[],0.32,0.96,0.25,[],[]
Daytrana,0.134084375,8.0625,32,22.71875,263.8459375,0.0246151633555886,8.0625,0.0040631628787878,727.0,high,"[('insomnia', 2), ('anxiety', 2), ('rash', 2)]",4.2907,3.04622939453125,1.3491436100131753,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Dazidox,-0.7763,10.0,1,13.0,-39.629999999999995,0.0033525437232055,10.0,-0.38815,13.0,low,"[('pain', 1)]",-0.7763,-10.0919,0.0714285714285714,['Negative patient sentiment detected'],['Investigate patient complaints']
Debrox,-0.3818,1.0,1,7.0,-1.1799999999999995,0.0060464895154155,1.0,-0.1909,7.0,low,[],-0.3818,-2.6725999999999996,0.125,['Negative patient sentiment detected'],['Investigate patient complaints']
Decadron,-0.2656699999999999,5.0,10,14.6,52.63300000000001,0.0098168225431451,5.0,-0.0241518181818181,146.0,medium,"[('pain', 2), ('weakness', 1), ('headache', 1)]",-2.656699999999999,-3.8787819999999984,0.6410256410256411,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Declomycin,0.8402,10.0,1,9.0,115.02,0.0141878809602741,10.0,0.4201,9.0,low,[],0.8402,7.5618,0.1,[],[]
Deconamine,0.34,10.0,1,5.0,92.0,0.012575016665432,10.0,0.17,5.0,low,[],0.34,1.7000000000000002,0.1666666666666666,[],[]
Degarelix,-0.5185666666666667,9.0,3,31.333333333333332,73.80999999999999,0.0113005596053462,9.0,-0.1296416666666666,94.0,medium,"[('pain', 2), ('weight gain', 1)]",-1.5557000000000003,-16.248422222222224,0.0927835051546391,['Negative patient sentiment detected'],['Investigate patient complaints']
Delatestryl,0.52565,8.5,2,29.0,136.565,0.0156974014308376,8.5,0.1752166666666666,58.0,low,"[('pain', 1)]",1.0513,15.243849999999998,0.0666666666666666,[],[]
Delsym,-0.1417571428571428,3.8333333333333335,42,6.4523809523809526,246.7290476190476,0.0234158922640278,3.8333333333333335,-0.0032966777408637,271.0,high,"[('diarrhea', 24), ('pain', 6), ('nausea', 5)]",-5.9537999999999975,-0.9146710884353738,5.635782747603834,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Delsym 12 Hour Cough Relief,-0.18068,6.4,5,3.4,48.732,0.009543504401782,6.4,-0.0301133333333333,17.0,medium,"[('diarrhea', 2), ('nausea', 1), ('pain', 1)]",-0.9034,-0.614312,1.1363636363636362,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Deltasone,0.32765,6.5,4,57.0,197.765,0.019985294343276,6.5,0.06553,228.0,medium,"[('insomnia', 1), ('pain', 1), ('weight gain', 1)]",1.3106,18.67605,0.0689655172413793,['Multiple side effects reported'],['Review drug safety profile']
Delzicol,0.2665,5.5,2,3.0,73.65,0.0112893494277973,5.5,0.0888333333333333,6.0,low,[],0.533,0.7995000000000001,0.5,[],[]
Demeclocycline,0.0555999999999999,9.0,2,7.0,72.55999999999999,0.0112129800932457,9.0,0.0185333333333333,14.0,low,[],0.1111999999999998,0.3891999999999993,0.25,[],[]
Demerol,-0.257235,8.85,20,36.0,169.2765,0.0179892871988968,8.85,-0.0122492857142857,720.0,high,"[('pain', 18), ('nausea', 1)]",-5.1447,-9.26046,0.5405405405405406,['Negative patient sentiment detected'],['Investigate patient complaints']
Denavir,0.41653,8.8,20,9.05,193.753,0.0197041991412383,8.8,0.0198347619047619,181.0,high,[],8.3306,3.769596500000001,1.990049751243781,[],[]
Denosumab,-0.5772,3.075,40,101.55,349.38,0.0306079885249646,3.075,-0.0140780487804878,4062.0,high,"[('pain', 24), ('rash', 5), ('headache', 4)]",-23.088,-58.61466,0.3900536323744515,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Depakene,-0.32065,4.0,4,11.25,49.435,0.0095927591193873,4.0,-0.0641299999999999,45.0,medium,"[('nausea', 2)]",-1.2826,-3.6073125,0.3265306122448979,['Negative patient sentiment detected'],['Investigate patient complaints']
Depakote,0.0506838383838383,6.474747474747475,99,41.72727272727273,602.5229292929293,0.0483440959162889,6.474747474747475,0.0005068383838383,4131.0,high,"[('weight gain', 31), ('anxiety', 9), ('pain', 7)]",5.017699999999992,2.1148983471074345,2.3170212765957445,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Depakote ER,0.1244866666666666,7.466666666666667,30,15.2,239.84866666666667,0.0229338279385279,7.466666666666667,0.0040156989247311,456.0,high,"[('weight gain', 6), ('headache', 4), ('anxiety', 3)]",3.734599999999998,1.8921973333333324,1.851851851851852,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Depakote Sprinkles,0.25,9.0,1,14.0,67.0,0.0108234264234229,9.0,0.125,14.0,low,"[('weight gain', 1)]",0.25,3.5,0.0666666666666666,[],[]
Deplin,0.125480487804878,7.536585365853658,41,92.8780487804878,443.30414634146337,0.0371886532537945,7.536585365853658,0.0029876306620209,3808.0,high,"[('anxiety', 14), ('pain', 5), ('weakness', 2)]",5.144699999999998,11.654382867340864,0.4367368147570797,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Depo-Medrol,0.0577166666666666,9.5,6,49.833333333333336,172.43833333333333,0.0182108166554379,9.5,0.008245238095238,299.0,medium,"[('pain', 4), ('sweating', 1)]",0.3462999999999996,2.8762138888888855,0.1180327868852458,[],[]
Depo-Provera,-0.1789098820058997,4.660766961651918,678,10.52212389380531,3394.1532595870203,0.2439357937498854,4.660766961651918,-0.0002634902533223,7134.0,high,"[('pain', 122), ('weight gain', 106), ('headache', 46)]",-121.30089999999998,-1.8825119442921656,58.843317972350235,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Depo-Testosterone,-0.8339000000000001,10.0,2,62.0,92.61,0.0126177554673371,10.0,-0.2779666666666667,124.0,low,"[('anxiety', 2), ('pain', 1)]",-1.6678000000000002,-51.701800000000006,0.0317460317460317,['Negative patient sentiment detected'],['Investigate patient complaints']
DermaZinc Shampoo,0.9206,10.0,1,10.0,142.06,0.0160824009660312,10.0,0.4603,10.0,low,[],0.9206,9.206,0.0909090909090909,[],[]
Dermal filler,-0.06135,5.5,2,29.5,66.86500000000001,0.010813967836116,5.5,-0.02045,59.0,low,"[('pain', 1)]",-0.1227,-1.809825,0.0655737704918032,['Negative patient sentiment detected'],['Investigate patient complaints']
DesOwen,0.1263,8.0,1,49.0,140.63,0.0159822100041882,8.0,0.06315,49.0,low,[],0.1263,6.1887,0.02,[],[]
Desipramine,0.2652333333333333,9.77777777777778,9,33.0,168.52333333333334,0.0179365176235393,9.77777777777778,0.0265233333333333,297.0,medium,"[('dry mouth', 1), ('anxiety', 1)]",2.3871,8.752699999999999,0.2647058823529412,[],[]
Desloratadine,-0.1247999999999999,4.833333333333333,6,7.166666666666667,71.85333333333335,0.0111634684757383,4.833333333333333,-0.0178285714285714,43.0,medium,"[('headache', 1), ('pain', 1), ('rash', 1)]",-0.7487999999999994,-0.8943999999999993,0.7346938775510203,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Desloratadine / pseudoephedrine,-0.288,9.0,1,1.0,23.200000000000003,0.0077546403194229,9.0,-0.144,1.0,low,[],-0.288,-0.288,0.5,['Negative patient sentiment detected'],['Investigate patient complaints']
Desmopressin,0.2125142857142857,9.714285714285714,7,17.857142857142858,110.96571428571428,0.0139038230684557,9.714285714285714,0.0265642857142857,125.0,medium,"[('pain', 1)]",1.4876,3.7948979591836736,0.3712121212121212,[],[]
Desogen,0.1524499999999999,6.0625,16,6.3125,143.87,0.0162092160995526,6.0625,0.0089676470588235,101.0,high,"[('weight gain', 4), ('headache', 1), ('nausea', 1)]",2.4391999999999983,0.9623406249999992,2.1880341880341883,['Multiple side effects reported'],['Review drug safety profile']
Desogestrel / ethinyl estradiol,-0.1110639566395663,5.775067750677507,369,5.924119241192412,1845.7418428184285,0.1354485006207882,5.775067750677507,-0.0003001728557826,2186.0,high,"[('weight gain', 63), ('pain', 58), ('headache', 42)]",-40.98259999999996,-0.6579561225314144,53.29197651663405,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Desonate,0.876,10.0,1,17.0,164.6,0.0176616347282266,10.0,0.438,17.0,low,[],0.876,14.892,0.0555555555555555,[],[]
Desonide,0.31705,9.0,12,23.083333333333332,168.87166666666667,0.0179609231142446,9.0,0.0243884615384615,277.0,medium,"[('pain', 2)]",3.8046,7.318570833333333,0.4982698961937716,[],[]
Desoximetasone,0.08597,8.6,10,15.7,93.997,0.0127149336939637,8.6,0.0078154545454545,157.0,medium,"[('pain', 2)]",0.8597,1.349729,0.5988023952095809,[],[]
Desoxyn,0.3006583333333333,9.666666666666666,12,80.75,295.56583333333333,0.0268375737563571,9.666666666666666,0.0231275641025641,969.0,medium,"[('anxiety', 2)]",3.6079,24.278160416666665,0.146788990825688,['High market demand'],['Increase production and distribution']
Desvenlafaxine,-0.0195591981132075,7.382075471698113,424,35.759433962264154,2196.562948113208,0.1600282936097962,7.382075471698113,-4.602164261931176e-05,15162.000000000002,high,"[('anxiety', 166), ('nausea', 54), ('headache', 44)]",-8.29309999999998,-0.6994258532840852,11.534453997176954,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Desyrel,-0.0009749999999999,7.25,12,65.41666666666667,210.73583333333335,0.0208940777471717,7.25,-7.499999999999231e-05,785.0,medium,"[('insomnia', 4), ('headache', 2), ('pain', 1)]",-0.0116999999999988,-0.0637812499999934,0.1806775407779171,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Desyrel Dividose,0.7155499999999999,8.0,2,42.5,202.555,0.0203208990336449,8.0,0.2385166666666666,85.0,low,[],1.4310999999999998,30.410874999999997,0.0459770114942528,[],[]
Detrol,0.27415,7.0,4,31.25,155.915,0.0170531322781526,7.0,0.05483,125.0,medium,[],1.0966,8.5671875,0.1240310077519379,[],[]
Detrol LA,0.2060285714285714,6.857142857142857,7,25.142857142857142,106.88857142857142,0.0136181637227017,6.857142857142857,0.0257535714285714,176.0,medium,"[('dry mouth', 2), ('headache', 1), ('pain', 1)]",1.4421999999999997,5.1801469387755095,0.2677595628415301,['Multiple side effects reported'],['Review drug safety profile']
Devrom,-0.0294,10.0,1,4.0,54.06,0.009916803314159,10.0,-0.0147,4.0,low,[],-0.0294,-0.1176,0.2,['Negative patient sentiment detected'],['Investigate patient complaints']
Dexamethasone,-0.2514904761904762,6.666666666666667,21,8.80952380952381,102.47,0.0133085826587855,6.666666666666667,-0.0114313852813852,185.0,high,"[('pain', 5), ('blurred vision', 3), ('headache', 2)]",-5.281300000000001,-2.215511337868481,2.140776699029126,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Dexamethasone / neomycin / polymyxin b,-0.58355,10.0,2,2.0,-31.355000000000004,0.0039323200933105,10.0,-0.1945166666666666,4.0,low,[],-1.1671,-1.1671,0.6666666666666666,['Negative patient sentiment detected'],['Investigate patient complaints']
Dexamethasone / tobramycin,0.13856,6.8,5,20.2,117.256,0.0143445431915194,6.8,0.0230933333333333,101.0,medium,[],0.6928,2.7989119999999996,0.2358490566037736,[],[]
Dexamethasone Intensol,0.7999,10.0,1,17.0,128.99,0.0151666695875088,10.0,0.39995,17.0,low,"[('insomnia', 1), ('pain', 1)]",0.7999,13.598300000000002,0.0555555555555555,[],[]
Dexbrompheniramine / pseudoephedrine,-0.07876,10.0,20,11.35,129.824,0.0152251026379822,10.0,-0.0037504761904761,227.0,high,"[('headache', 2), ('pain', 1)]",-1.5752,-0.8939259999999999,1.6194331983805668,['Negative patient sentiment detected'],['Investigate patient complaints']
Dexchlorpheniramine,0.4376,10.0,1,2.0,87.75999999999999,0.0122779469603873,10.0,0.2188,2.0,low,[],0.4376,0.8752,0.3333333333333333,[],[]
Dexchlorpheniramine / dextromethorphan / pseudoephedrine,-0.4215,9.0,1,0.0,-14.15,0.0051377644978612,9.0,-0.21075,0.0,low,[],-0.4215,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints']
Dexedrine,0.3245022727272727,8.522727272727273,44,46.40909090909091,393.2684090909091,0.0336829688890023,8.522727272727273,0.0072111616161616,2042.0,high,"[('anxiety', 10), ('dry mouth', 2), ('fatigue', 2)]",14.2781,15.05985547520661,0.928092042186002,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Dexilant,-0.2240235294117647,6.862745098039215,51,36.294117647058826,318.1858823529412,0.0284224160418177,6.862745098039215,-0.00430814479638,1851.0,high,"[('pain', 16), ('diarrhea', 15), ('nausea', 5)]",-11.4252,-8.130736332179932,1.3675078864353312,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Dexlansoprazole,-0.1555757142857143,6.9,70,32.18571428571428,415.8138571428571,0.035262584361383,6.9,-0.0021912072434607,2253.0,high,"[('pain', 24), ('diarrhea', 19), ('nausea', 7)]",-10.8903,-5.007315489795918,2.109341368919501,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Dexmethylphenidate,0.1262666666666666,7.769230769230769,78,35.17948717948718,516.985641025641,0.0423510447380127,7.769230769230769,0.0015983122362869,2744.0,high,"[('pain', 4), ('headache', 3), ('anxiety', 3)]",9.848799999999995,4.441996581196579,2.1559177888022676,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Dexpanthenol,0.2006,10.0,1,16.0,91.06,0.0125091568723325,10.0,0.1003,16.0,low,[],0.2006,3.2096,0.0588235294117647,[],[]
Dextroamphetamine,0.3257107692307692,8.707692307692307,65,34.33846153846154,455.248,0.0380254827546056,8.707692307692307,0.0049350116550116,2232.0,high,"[('anxiety', 13), ('fatigue', 5), ('insomnia', 4)]",21.1712,11.18440672189349,1.8393556813234655,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Dextromethorphan,-0.2725842105263158,4.092105263157895,76,5.394736842105263,372.5310526315789,0.0322300348402332,4.092105263157895,-0.0035400546821599,410.0,high,"[('diarrhea', 37), ('pain', 13), ('nausea', 6)]",-20.716400000000004,-1.4705200831024932,11.88477366255144,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Dextromethorphan / guaifenesin,0.6265000000000001,6.333333333333333,3,9.333333333333334,111.31666666666668,0.0139284120590911,6.333333333333333,0.156625,28.0,medium,[],1.8795,5.847333333333334,0.2903225806451612,[],[]
Dextromethorphan / guaifenesin / phenylephrine,0.3454,5.5,2,1.0,86.53999999999999,0.0121924693565772,5.5,0.1151333333333333,2.0,low,"[('insomnia', 1), ('anxiety', 1), ('headache', 1)]",0.6908,0.3454,1.0,['Multiple side effects reported'],['Review drug safety profile']
Dextromethorphan / guaifenesin / pseudoephedrine,0.316175,9.5,4,2.5,72.6175,0.0112170087508023,9.5,0.063235,10.0,medium,"[('dizziness', 1)]",1.2647,0.7904374999999999,1.1428571428571428,[],[]
Dextromethorphan / promethazine,0.339,1.0,1,7.0,91.9,0.012568010304464,1.0,0.1695,7.0,low,[],0.339,2.373,0.125,[],[]
Dextromethorphan / quinidine,-0.141175,8.875,8,46.375,135.6325,0.0156320671148106,8.875,-0.0156861111111111,371.0,medium,[],-1.1294,-6.546990624999999,0.1688654353562005,['Negative patient sentiment detected'],['Investigate patient complaints']
Diamox,-0.2263555555555555,6.444444444444445,18,19.5,150.36444444444444,0.016664240320199,6.444444444444445,-0.0119134502923976,351.0,high,"[('headache', 10), ('pain', 3), ('nausea', 3)]",-4.074399999999999,-4.413933333333333,0.8780487804878049,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Diamox Sequels,-0.236425,8.5,4,16.25,30.8575,0.0082911524105503,8.5,-0.047285,65.0,medium,"[('headache', 1)]",-0.9457,-3.84190625,0.2318840579710145,['Negative patient sentiment detected'],['Investigate patient complaints']
Diastat AcuDial,0.3612,5.0,1,10.0,87.12,0.0122331062501919,5.0,0.1806,10.0,low,[],0.3612,3.612,0.0909090909090909,[],[]
Diazepam,-0.164963775510204,8.795918367346939,196,55.224489795918366,1079.9526020408164,0.0817945421575218,8.795918367346939,-0.0008373795711177,10824.0,high,"[('anxiety', 99), ('pain', 45), ('headache', 5)]",-32.33289999999998,-9.110040337359427,3.4860254083484574,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Diazoxide,0.878,9.0,1,2.0,99.8,0.0131215128209389,9.0,0.439,2.0,low,"[('nausea', 1), ('headache', 1)]",0.878,1.756,0.3333333333333333,[],[]
Dibucaine,0.0063333333333333,9.666666666666666,3,8.0,37.633333333333326,0.0087658917524761,9.666666666666666,0.0015833333333333,24.0,medium,[],0.0189999999999999,0.0506666666666664,0.3333333333333333,['Underrated drug opportunity'],['Increase marketing efforts']
Diclegis,0.0587208333333333,6.979166666666667,48,6.458333333333333,274.78875,0.025381856299394,6.979166666666667,0.0011983843537414,310.0,high,"[('nausea', 32), ('vomiting', 20), ('fatigue', 4)]",2.818599999999998,0.3792387152777775,6.435754189944134,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Diclofenac,-0.1882106529209622,8.123711340206185,291,29.759450171821307,1515.6978350515465,0.1123244260832657,8.123711340206185,-0.0006445570305512,8660.0,high,"[('pain', 244), ('headache', 11), ('nausea', 5)]",-54.7693,-5.601045547407329,9.460507205898782,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Diclofenac / misoprostol,-0.2486368421052631,7.526315789473684,19,51.26315789473684,216.66263157894736,0.0213093306261067,7.526315789473684,-0.0124318421052631,974.0,high,"[('pain', 13), ('nausea', 1), ('weight gain', 1)]",-4.724099999999999,-12.745909695290855,0.3635448136958711,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Dicyclomine,-0.2402235294117647,8.117647058823529,68,41.94117647058823,413.86,0.0351256900771546,8.117647058823529,-0.0034815004262574,2852.0,high,"[('pain', 35), ('diarrhea', 12), ('nausea', 6)]",-16.3352,-10.075257439446366,1.5835616438356166,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Didrex,0.306475,7.5,4,24.0,99.6475,0.0131108281204626,7.5,0.061295,96.0,medium,"[('headache', 1)]",1.2259,7.3554,0.16,[],[]
Dienogest / estradiol,-0.0698037037037037,6.962962962962963,27,6.074074074074074,175.1677777777778,0.0184020513856377,6.962962962962963,-0.0024929894179894,164.0,high,"[('headache', 3), ('nausea', 2), ('vomiting', 1)]",-1.8847,-0.4239928669410151,3.8167539267015704,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Diethylpropion,0.2122264705882353,9.382352941176473,68,44.5735294117647,475.36970588235295,0.0394352821016499,9.382352941176473,0.0030757459505541,3031.0,high,"[('weight loss', 13), ('dry mouth', 10), ('headache', 9)]",14.4314,9.459682828719725,1.4920942239432076,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Differin,0.2625853333333333,7.506666666666667,75,25.893333333333334,471.0452,0.0391322916094483,7.506666666666667,0.0034550701754385,1942.0,high,"[('pain', 9), ('rash', 4)]",19.693899999999996,6.7992095644444435,2.788795240456123,['High market demand'],['Increase production and distribution']
Dificid,0.6249,10.0,1,7.0,127.49,0.0150615741729882,10.0,0.31245,7.0,low,[],0.6249,4.3743,0.125,[],[]
Diflorasone,0.3384,9.0,1,0.0,45.84,0.0093408804425863,9.0,0.1692,0.0,low,[],0.3384,0.0,1.0,['Underrated drug opportunity'],['Increase marketing efforts']
Diflucan,-0.1402790697674418,6.465116279069767,43,42.41860465116279,318.80930232558137,0.0284660950954477,6.465116279069767,-0.0031881606765327,1824.0,high,"[('headache', 8), ('pain', 8), ('nausea', 6)]",-6.031999999999998,-5.950442401297996,0.9903588644884844,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Diflunisal,-0.0007,7.0,2,10.5,55.93,0.0100478222642612,7.0,-0.0002333333333333,21.0,low,"[('pain', 1)]",-0.0014,-0.00735,0.1739130434782608,['Negative patient sentiment detected'],['Investigate patient complaints']
Difluprednate,-0.6369,6.0,1,17.0,-14.690000000000005,0.0050999301486338,6.0,-0.31845,17.0,low,[],-0.6369,-10.8273,0.0555555555555555,['Negative patient sentiment detected'],['Investigate patient complaints']
Digoxin,0.15236,5.8,5,49.6,145.436,0.0163189357123121,5.8,0.0253933333333333,248.0,medium,"[('pain', 1)]",0.7618,7.557056,0.0988142292490118,[],[]
Dihydroergotamine,-0.1952928571428571,7.857142857142857,14,9.142857142857142,79.75642857142859,0.0117171878557669,7.857142857142857,-0.0130195238095238,128.0,high,"[('pain', 3), ('headache', 2), ('nausea', 1)]",-2.7340999999999993,-1.7855346938775505,1.3802816901408452,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Dilantin,-0.1178695652173912,6.695652173913044,23,13.26086956521739,164.73478260869567,0.017671078084314,6.695652173913044,-0.0049112318840579,305.0,high,"[('rash', 4), ('pain', 3), ('dizziness', 2)]",-2.7109999999999976,-1.5630529300567093,1.6128048780487805,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Dilaudid,-0.3893611111111111,8.53968253968254,126,27.70634920634921,674.4765873015873,0.0533854289260821,8.53968253968254,-0.0030658355205599,3491.0000000000005,high,"[('pain', 111), ('nausea', 14), ('headache', 8)]",-49.0595,-10.78777491181658,4.389272878075753,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Dilaudid-HP,-0.360075,7.5,4,11.0,53.9925,0.0099120740205055,7.5,-0.072015,44.0,medium,"[('pain', 3), ('vomiting', 1), ('headache', 1)]",-1.4403,-3.960825,0.3333333333333333,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Diltiazem,-0.1413969696969697,7.212121212121212,33,30.363636363636363,238.58757575757576,0.0228454713573019,7.212121212121212,-0.004158734402852,1002.0,high,"[('pain', 6), ('headache', 3), ('rash', 2)]",-4.6661,-4.293326170798898,1.0521739130434782,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Dimenhydrinate,0.35826875,9.8125,16,21.0,181.826875,0.0188686117742391,9.8125,0.0210746323529411,336.0,high,"[('nausea', 7), ('vomiting', 2), ('anxiety', 1)]",5.7323,7.523643750000001,0.7272727272727273,['Multiple side effects reported'],['Review drug safety profile']
Dimetapp Children's Cold & Cough,-0.5523,1.0,1,0.0,-22.230000000000004,0.0045716505316438,1.0,-0.27615,0.0,low,[],-0.5523,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints']
Dimethyl fumarate,-0.13565,7.0,18,21.72222222222222,130.87944444444446,0.0152990508855771,7.0,-0.0071394736842105,391.0,high,"[('diarrhea', 2), ('pain', 2), ('vomiting', 1)]",-2.4417,-2.946619444444444,0.7921760391198044,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
Dimethyl sulfoxide,0.1901,10.0,1,5.0,37.01,0.0087222187691087,10.0,0.09505,5.0,low,"[('pain', 1), ('fever', 1)]",0.1901,0.9505,0.1666666666666666,['Underrated drug opportunity'],['Increase marketing efforts']
Dinoprostone,-0.1247,4.5,2,0.0,27.53,0.0080580157493388,4.5,-0.0415666666666666,0.0,low,"[('pain', 1)]",-0.2494,-0.0,2.0,['Negative patient sentiment detected'],['Investigate patient complaints']
Diovan,-0.3615192307692307,6.230769230769231,26,61.96153846153846,240.77115384615385,0.0229984607202066,6.230769230769231,-0.0133896011396011,1611.0,high,"[('weakness', 3), ('pain', 2), ('weight gain', 2)]",-9.399499999999998,-22.400287721893488,0.4129505192425168,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']"
Diovan HCT,0.223875,7.0,8,30.5,171.3875,0.0181371914789321,7.0,0.0248749999999999,244.0,medium,"[('headache', 1), ('rash', 1)]",1.791,6.828187499999999,0.2539682539682539,[],[]
Diphenhydramine,0.1108940298507462,7.2835820895522385,67,16.223880597014926,427.5371641791045,0.0360839615697337,7.2835820895522385,0.0016307945566286,1087.0,high,"[('insomnia', 10), ('nausea', 6), ('anxiety', 5)]",7.4298999999999955,1.7991314992203151,3.889948006932409,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']"
Diphenhydramine / hydrocortisone,-0.6908,10.0,1,0.0,-19.08,0.004792350902137,10.0,-0.3454,0.0,low,[],-0.6908,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints']
Diphenhydramine / naproxen,-0.1263454545454545,7.454545454545454,11,17.272727272727273,114.91090909090909,0.0141802376573998,7.454545454545454,-0.0105287878787878,190.0,medium,"[('pain', 9), ('insomnia', 4), ('vomiting', 1)]",-1.3897999999999997,-2.182330578512396,0.6019900497512437,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']"
