drugName,avg_sentiment,avg_rating,review_count,avg_usefulness,demand,demand_scaled,effectiveness_score,sentiment_per_review,engagement_score,popularity,top_side_effects,sentiment_rating_proxy,sentiment_usefulness,rating_variation_proxy,insights,actions,performance_score,risk_score,opportunity_score,drug_category
Desvenlafaxine,-0.0195591981132075,7.382075471698113,424,35.759433962264154,2196.562948113208,0.1600282936097962,7.382075471698113,-4.602164261931176e-05,15162.000000000002,high,"[('anxiety', 166), ('nausea', 54), ('headache', 44)]",-8.29309999999998,-0.6994258532840852,11.534453997176954,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.2532534280406185,0.588898553016882,0.41279629131595036,High Performer
Desyrel,-0.0009749999999999,7.25,12,65.41666666666667,210.73583333333335,0.0208940777471717,7.25,-7.499999999999231e-05,785.0,medium,"[('insomnia', 4), ('headache', 2), ('pain', 1)]",-0.0116999999999988,-0.0637812499999934,0.1806775407779171,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.1790667903532506,0.5643579187545846,0.49208451607791565,High Performer
Desyrel Dividose,0.7155499999999999,8.0,2,42.5,202.555,0.0203208990336449,8.0,0.2385166666666666,85.0,low,[],1.4310999999999998,30.410874999999997,0.0459770114942528,[],[],2.6905037763076334,0.18310664608163868,0.8506353728206113,High Performer
Detrol,0.27415,7.0,4,31.25,155.915,0.0170531322781526,7.0,0.05483,125.0,medium,[],1.0966,8.5671875,0.1240310077519379,[],[],2.2129574006220762,0.3932528854647127,0.6315793322965397,High Performer
Detrol LA,0.2060285714285714,6.857142857142857,7,25.142857142857142,106.88857142857142,0.0136181637227017,6.857142857142857,0.0257535714285714,176.0,medium,"[('dry mouth', 2), ('headache', 1), ('pain', 1)]",1.4421999999999997,5.1801469387755095,0.2677595628415301,['Multiple side effects reported'],['Review drug safety profile'],2.1418148407726276,0.42178712833973386,0.5992466939503822,High Performer
Devrom,-0.0294,10.0,1,4.0,54.06,0.009916803314159,10.0,-0.0147,4.0,low,[],-0.0294,-0.1176,0.2,['Negative patient sentiment detected'],['Investigate patient complaints'],2.9893832990900773,0.5186336460073266,0.48339450151653746,High Performer
Dexamethasone,-0.2514904761904762,6.666666666666667,21,8.80952380952381,102.47,0.0133085826587855,6.666666666666667,-0.0114313852813852,185.0,high,"[('pain', 5), ('blurred vision', 3), ('headache', 2)]",-5.281300000000001,-2.215511337868481,2.140776699029126,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.9015709175104956,0.6363991954543805,0.37064291526028526,High Performer
Dexamethasone / neomycin / polymyxin b,-0.58355,10.0,2,2.0,-31.355000000000004,0.0039323200933105,10.0,-0.1945166666666666,4.0,low,[],-1.1671,-1.1671,0.6666666666666666,['Negative patient sentiment detected'],['Investigate patient complaints'],2.7659168822980136,0.7939006652203946,0.20933019616997717,High Performer
Dexamethasone / tobramycin,0.13856,6.8,5,20.2,117.256,0.0143445431915194,6.8,0.0230933333333333,101.0,medium,[],0.6928,2.7989119999999996,0.2358490566037736,[],[],2.097903812765559,0.4505796175964411,0.5651469787240679,High Performer
Dexamethasone Intensol,0.7999,10.0,1,17.0,128.99,0.0151666695875088,10.0,0.39995,17.0,low,"[('insomnia', 1), ('pain', 1)]",0.7999,13.598300000000002,0.0555555555555555,[],[],3.3226879716912525,0.11642383739488628,0.8954033805145796,High Performer
Dexbrompheniramine / pseudoephedrine,-0.07876,10.0,20,11.35,129.824,0.0152251026379822,10.0,-0.0037504761904761,227.0,high,"[('headache', 2), ('pain', 1)]",-1.5752,-0.8939259999999999,1.6194331983805668,['Negative patient sentiment detected'],['Investigate patient complaints'],2.971241609712731,0.5523591402422239,0.4560439838121154,High Performer
Dexchlorpheniramine,0.4376,10.0,1,2.0,87.75999999999999,0.0122779469603873,10.0,0.2188,2.0,low,[],0.4376,0.8752,0.3333333333333333,[],[],3.1768960105095303,0.2832197704092404,0.715706649150783,High Performer
Dexchlorpheniramine / dextromethorphan / pseudoephedrine,-0.4215,9.0,1,0.0,-14.15,0.0051377644978612,9.0,-0.21075,0.0,low,[],-0.4215,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints'],2.531100745798657,0.7108558948111543,0.2897487570022381,High Performer
Dexedrine,0.3245022727272727,8.522727272727273,44,46.40909090909091,393.2684090909091,0.0336829688890023,8.522727272727273,0.0072111616161616,2042.0,high,"[('anxiety', 10), ('dry mouth', 2), ('fatigue', 2)]",14.2781,15.05985547520661,0.928092042186002,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.694936209190073,0.38681884863728566,0.6483892725620002,High Performer
Dexilant,-0.2240235294117647,6.862745098039215,51,36.294117647058826,318.1858823529412,0.0284224160418177,6.862745098039215,-0.00430814479638,1851.0,high,"[('pain', 16), ('diarrhea', 15), ('nausea', 5)]",-11.4252,-8.130736332179932,1.3675078864353312,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.9759433375836037,0.6521436131341357,0.37677286873320903,High Performer
Dexlansoprazole,-0.1555757142857143,6.9,70,32.18571428571428,415.8138571428571,0.035262584361383,6.9,-0.0021912072434607,2253.0,high,"[('pain', 24), ('diarrhea', 19), ('nausea', 7)]",-10.8903,-5.007315489795918,2.109341368919501,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.016563639637417,0.6160002205128552,0.40755560060430485,High Performer
Dexmethylphenidate,0.1262666666666666,7.769230769230769,78,35.17948717948718,516.985641025641,0.0423510447380127,7.769230769230769,0.0015983122362869,2744.0,high,"[('pain', 4), ('headache', 3), ('anxiety', 3)]",9.848799999999995,4.441996581196579,2.1559177888022676,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.3922094751822485,0.47879104296970054,0.5449107037560809,High Performer
Dexpanthenol,0.2006,10.0,1,16.0,91.06,0.0125091568723325,10.0,0.1003,16.0,low,[],0.2006,3.2096,0.0588235294117647,[],[],3.082165801241999,0.41511689959584325,0.5970903312633352,High Performer
Dextroamphetamine,0.3257107692307692,8.707692307692307,65,34.33846153846154,455.248,0.0380254827546056,8.707692307692307,0.0049350116550116,2232.0,high,"[('anxiety', 13), ('fatigue', 5), ('insomnia', 4)]",21.1712,11.18440672189349,1.8393556813234655,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.75221990647724,0.3768875499167821,0.6468088738199841,High Performer
Dextromethorphan,-0.2725842105263158,4.092105263157895,76,5.394736842105263,372.5310526315789,0.0322300348402332,4.092105263157895,-0.0035400546821599,410.0,high,"[('diarrhea', 37), ('pain', 13), ('nausea', 6)]",-20.716400000000004,-1.4705200831024932,11.88477366255144,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.1264764447460782,0.6495025385109819,0.35057697805478183,High Performer
Dextromethorphan / guaifenesin,0.6265000000000001,6.333333333333333,3,9.333333333333334,111.31666666666668,0.0139284120590911,6.333333333333333,0.156625,28.0,medium,[],1.8795,5.847333333333334,0.2903225806451612,[],[],2.1529542035462534,0.19599910389119796,0.8093263274229109,High Performer
Dextromethorphan / guaifenesin / phenylephrine,0.3454,5.5,2,1.0,86.53999999999999,0.0121924693565772,5.5,0.1151333333333333,2.0,low,"[('insomnia', 1), ('anxiety', 1), ('headache', 1)]",0.6908,0.3454,1.0,['Multiple side effects reported'],['Review drug safety profile'],1.7899902090872235,0.3284687274213516,0.669649651521294,High Performer
Dextromethorphan / guaifenesin / pseudoephedrine,0.316175,9.5,4,2.5,72.6175,0.0112170087508023,9.5,0.063235,10.0,medium,"[('dizziness', 1)]",1.2647,0.7904374999999999,1.1428571428571428,[],[],2.9780057662166795,0.3447284237422247,0.6555278896388672,High Performer
Dextromethorphan / promethazine,0.339,1.0,1,7.0,91.9,0.012568010304464,1.0,0.1695,7.0,low,[],0.339,2.373,0.125,[],[],0.43754356615571816,0.3373044594044557,0.666260723073803,Stable
Dextromethorphan / quinidine,-0.141175,8.875,8,46.375,135.6325,0.0156320671148106,8.875,-0.0156861111111111,371.0,medium,[],-1.1294,-6.546990624999999,0.1688654353562005,['Negative patient sentiment detected'],['Investigate patient complaints'],2.6088984519762293,0.6158126489198561,0.424631746706285,High Performer
Diamox,-0.2263555555555555,6.444444444444445,18,19.5,150.36444444444444,0.016664240320199,6.444444444444445,-0.0119134502923976,351.0,high,"[('headache', 10), ('pain', 3), ('nausea', 3)]",-4.074399999999999,-4.413933333333333,0.8780487804878049,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.8459711246611175,0.633744171459894,0.38152219963887823,High Performer
Diamox Sequels,-0.236425,8.5,4,16.25,30.8575,0.0082911524105503,8.5,-0.047285,65.0,medium,"[('headache', 1)]",-0.9457,-3.84190625,0.2318840579710145,['Negative patient sentiment detected'],['Investigate patient complaints'],2.456082596220349,0.6341863184790668,0.38069983963275167,High Performer
Diastat AcuDial,0.3612,5.0,1,10.0,87.12,0.0122331062501919,5.0,0.1806,10.0,low,[],0.3612,3.612,0.0909090909090909,[],[],1.6463224753371726,0.3290752728015849,0.6775292077713789,High Performer
Diazepam,-0.164963775510204,8.795918367346939,196,55.224489795918366,1079.9526020408164,0.0817945421575218,8.795918367346939,-0.0008373795711177,10824.0,high,"[('anxiety', 99), ('pain', 45), ('headache', 5)]",-32.33289999999998,-9.110040337359427,3.4860254083484574,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.595629600947838,0.6560836724599178,0.37945211066516804,High Performer
Diazoxide,0.878,9.0,1,2.0,99.8,0.0131215128209389,9.0,0.439,2.0,low,"[('nausea', 1), ('headache', 1)]",0.878,1.756,0.3333333333333333,[],[],3.0533106409395065,0.06301977040924037,0.935482265100822,High Performer
Dibucaine,0.0063333333333333,9.666666666666666,3,8.0,37.633333333333326,0.0087658917524761,9.666666666666666,0.0015833333333333,24.0,medium,[],0.0189999999999999,0.0506666666666664,0.3333333333333333,['Underrated drug opportunity'],['Increase marketing efforts'],2.9033292296662334,0.5048065201591406,0.5018401727784997,High Performer
Diclegis,0.0587208333333333,6.979166666666667,48,6.458333333333333,274.78875,0.025381856299394,6.979166666666667,0.0011983843537414,310.0,high,"[('nausea', 32), ('vomiting', 20), ('fatigue', 4)]",2.818599999999998,0.3792387152777775,6.435754189944134,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.1230497600414084,0.48190275755422396,0.5196747054865415,High Performer
Diclofenac,-0.1882106529209622,8.123711340206185,291,29.759450171821307,1515.6978350515465,0.1123244260832657,8.123711340206185,-0.0006445570305512,8660.0,high,"[('pain', 244), ('headache', 11), ('nausea', 5)]",-54.7693,-5.601045547407329,9.460507205898782,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.3938841900175345,0.6533986592545232,0.3524695916660787,High Performer
Diclofenac / misoprostol,-0.2486368421052631,7.526315789473684,19,51.26315789473684,216.66263157894736,0.0213093306261067,7.526315789473684,-0.0124318421052631,974.0,high,"[('pain', 13), ('nausea', 1), ('weight gain', 1)]",-4.724099999999999,-12.745909695290855,0.3635448136958711,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.163022134471661,0.6753860759523489,0.36804468816126623,High Performer
Dicyclomine,-0.2402235294117647,8.117647058823529,68,41.94117647058823,413.86,0.0351256900771546,8.117647058823529,-0.0034815004262574,2852.0,high,"[('pain', 35), ('diarrhea', 12), ('nausea', 6)]",-16.3352,-10.075257439446366,1.5835616438356166,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.347957309682195,0.667447708965413,0.3653005622943802,High Performer
Didrex,0.306475,7.5,4,24.0,99.6475,0.0131108281204626,7.5,0.061295,96.0,medium,"[('headache', 1)]",1.2259,7.3554,0.16,[],[],2.3746974157617187,0.3701525864216505,0.6497251403971359,High Performer
Dienogest / estradiol,-0.0698037037037037,6.962962962962963,27,6.074074074074074,175.1677777777778,0.0184020513856377,6.962962962962963,-0.0024929894179894,164.0,high,"[('headache', 3), ('nausea', 2), ('vomiting', 1)]",-1.8847,-0.4239928669410151,3.8167539267015704,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.0646719793819583,0.5435735228286855,0.45892386152389625,High Performer
Diethylpropion,0.2122264705882353,9.382352941176473,68,44.5735294117647,475.36970588235295,0.0394352821016499,9.382352941176473,0.0030757459505541,3031.0,high,"[('weight loss', 13), ('dry mouth', 10), ('headache', 9)]",14.4314,9.459682828719725,1.4920942239432076,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.9096499251236727,0.4437417069952469,0.5893574777350563,High Performer
Differin,0.2625853333333333,7.506666666666667,75,25.893333333333334,471.0452,0.0391322916094483,7.506666666666667,0.0034550701754385,1942.0,high,"[('pain', 9), ('rash', 4)]",19.693899999999996,6.7992095644444435,2.788795240456123,['High market demand'],['Increase production and distribution'],2.3669961301617715,0.4014277535797907,0.6146893386192691,High Performer
Dificid,0.6249,10.0,1,7.0,127.49,0.0150615741729882,10.0,0.31245,7.0,low,[],0.6249,4.3743,0.125,[],[],3.2526562486310393,0.19435445940445567,0.8079562522816013,High Performer
Diflorasone,0.3384,9.0,1,0.0,45.84,0.0093408804425863,9.0,0.1692,0.0,low,[],0.3384,0.0,1.0,['Underrated drug opportunity'],['Increase marketing efforts'],2.83632945672011,0.33090589481115423,0.6675842387998164,High Performer
Diflucan,-0.1402790697674418,6.465116279069767,43,42.41860465116279,318.80930232558137,0.0284660950954477,6.465116279069767,-0.0031881606765327,1824.0,high,"[('headache', 8), ('pain', 8), ('nausea', 6)]",-6.031999999999998,-5.950442401297996,0.9903588644884844,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.8901656602767187,0.6152849779367153,0.4186231243450037,High Performer
Diflunisal,-0.0007,7.0,2,10.5,55.93,0.0100478222642612,7.0,-0.0002333333333333,21.0,low,"[('pain', 1)]",-0.0014,-0.00735,0.1739130434782608,['Negative patient sentiment detected'],['Investigate patient complaints'],2.1009028471718096,0.5106096365122607,0.4976785880469837,High Performer
Difluprednate,-0.6369,6.0,1,17.0,-14.690000000000005,0.0050999301486338,6.0,-0.31845,17.0,low,[],-0.6369,-10.8273,0.0555555555555555,['Negative patient sentiment detected'],['Investigate patient complaints'],1.54492932549698,0.8348238373948864,0.182067790838366,High Performer
Digoxin,0.15236,5.8,5,49.6,145.436,0.0163189357123121,5.8,0.0253933333333333,248.0,medium,"[('pain', 1)]",0.7618,7.557056,0.0988142292490118,[],[],1.8040197833234277,0.4718135888883071,0.5710536944609534,High Performer
Dihydroergotamine,-0.1952928571428571,7.857142857142857,14,9.142857142857142,79.75642857142859,0.0117171878557669,7.857142857142857,-0.0130195238095238,128.0,high,"[('pain', 3), ('headache', 2), ('nausea', 1)]",-2.7340999999999993,-1.7855346938775505,1.3802816901408452,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.280712459609679,0.6078781015188389,0.3995423292219631,High Performer
Dilantin,-0.1178695652173912,6.695652173913044,23,13.26086956521739,164.73478260869567,0.017671078084314,6.695652173913044,-0.0049112318840579,305.0,high,"[('rash', 4), ('pain', 3), ('dizziness', 2)]",-2.7109999999999976,-1.5630529300567093,1.6128048780487805,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.9650317537055404,0.5740601906003796,0.43525867136033136,High Performer
Dilaudid,-0.3893611111111111,8.53968253968254,126,27.70634920634921,674.4765873015873,0.0533854289260821,8.53968253968254,-0.0030658355205599,3491.0000000000005,high,"[('pain', 111), ('nausea', 14), ('headache', 8)]",-49.0595,-10.78777491181658,4.389272878075753,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.420424625054481,0.7345365545900338,0.2815455984541714,High Performer
Dilaudid-HP,-0.360075,7.5,4,11.0,53.9925,0.0099120740205055,7.5,-0.072015,44.0,medium,"[('pain', 3), ('vomiting', 1), ('headache', 1)]",-1.4403,-3.960825,0.3333333333333333,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.1071118715523682,0.6909873950340907,0.31805938074605344,High Performer
Diltiazem,-0.1413969696969697,7.212121212121212,33,30.363636363636363,238.58757575757576,0.0228454713573019,7.212121212121212,-0.004158734402852,1002.0,high,"[('pain', 6), ('headache', 3), ('rash', 2)]",-4.6661,-4.293326170798898,1.0521739130434782,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.112123394445468,0.6032491249693372,0.4208918173383619,High Performer
Dimenhydrinate,0.35826875,9.8125,16,21.0,181.826875,0.0188686117742391,9.8125,0.0210746323529411,336.0,high,"[('nausea', 7), ('vomiting', 2), ('anxiety', 1)]",5.7323,7.523643750000001,0.7272727272727273,['Multiple side effects reported'],['Review drug safety profile'],3.0909029032693147,0.3426556357583723,0.6727253695511426,High Performer
Dimetapp Children's Cold & Cough,-0.5523,1.0,1,0.0,-22.230000000000004,0.0045716505316438,1.0,-0.27615,0.0,low,[],-0.5523,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints'],0.07860986424764291,0.7762558948111543,0.22463355958726183,High Risk
Dimethyl fumarate,-0.13565,7.0,18,21.72222222222222,130.87944444444446,0.0152990508855771,7.0,-0.0071394736842105,391.0,high,"[('diarrhea', 2), ('pain', 2), ('vomiting', 1)]",-2.4417,-2.946619444444444,0.7921760391198044,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.048507930997839,0.5905179221244343,0.42756178167026804,High Performer
Dimethyl sulfoxide,0.1901,10.0,1,5.0,37.01,0.0087222187691087,10.0,0.09505,5.0,low,"[('pain', 1), ('fever', 1)]",0.1901,0.9505,0.1666666666666666,['Underrated drug opportunity'],['Increase marketing efforts'],3.076822713638989,0.4098405838063696,0.5937454772683509,High Performer
Dinoprostone,-0.1247,4.5,2,0.0,27.53,0.0080580157493388,4.5,-0.0415666666666666,0.0,low,"[('pain', 1)]",-0.2494,-0.0,2.0,['Negative patient sentiment detected'],['Investigate patient complaints'],1.3007022238984431,0.5625617896223085,0.43667962683592815,High Performer
Diovan,-0.3615192307692307,6.230769230769231,26,61.96153846153846,240.77115384615385,0.0229984607202066,6.230769230769231,-0.0133896011396011,1611.0,high,"[('weakness', 3), ('pain', 2), ('weight gain', 2)]",-9.399499999999998,-22.400287721893488,0.4129505192425168,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.7297150754637582,0.7428062187153327,0.3107537203809161,High Performer
Diovan HCT,0.223875,7.0,8,30.5,171.3875,0.0181371914789321,7.0,0.0248749999999999,244.0,medium,"[('headache', 1), ('rash', 1)]",1.791,6.828187499999999,0.2539682539682539,[],[],2.1931746239881735,0.4180962613600474,0.6058964600197108,High Performer
Diphenhydramine,0.1108940298507462,7.2835820895522385,67,16.223880597014926,427.5371641791045,0.0360839615697337,7.2835820895522385,0.0016307945566286,1087.0,high,"[('insomnia', 10), ('nausea', 6), ('anxiety', 5)]",7.4298999999999955,1.7991314992203151,3.889948006932409,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.238474096941011,0.4671731820124068,0.5403772513669721,High Performer
Diphenhydramine / hydrocortisone,-0.6908,10.0,1,0.0,-19.08,0.004792350902137,10.0,-0.3454,0.0,low,[],-0.6908,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints'],2.7232764826740903,0.8455058948111542,0.15527252887651616,High Performer
Diphenhydramine / naproxen,-0.1263454545454545,7.454545454545454,11,17.272727272727273,114.91090909090909,0.0141802376573998,7.454545454545454,-0.0105287878787878,190.0,medium,"[('pain', 9), ('insomnia', 4), ('vomiting', 1)]",-1.3897999999999997,-2.182330578512396,0.6019900497512437,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.188255671670938,0.5808664958152587,0.4327769108514675,High Performer
Diprivan,0.1916375,8.5,8,32.625,136.41375,0.0156868043098734,8.5,0.0212930555555555,261.0,medium,"[('nausea', 1), ('pain', 1)]",1.5331,6.2521734375,0.2379182156133829,[],[],2.629539974403423,0.4362485041830139,0.5910104593276279,High Performer
Diprosone,-0.5994,10.0,1,40.0,52.059999999999995,0.0097766760947982,10.0,-0.2997,40.0,low,[],-0.5994,-23.976000000000003,0.024390243902439,['Negative patient sentiment detected'],['Investigate patient complaints'],2.76134100167646,0.8380834067728768,0.19846499720589972,High Performer
Disopyramide,0.07815,8.25,4,10.25,92.315,0.0125970867024814,8.25,0.0156299999999999,41.0,medium,"[('dry mouth', 1)]",0.3126,0.8010375,0.3555555555555555,[],[],2.508212342869044,0.4711571916848084,0.5358210952182604,High Performer
Disulfiram,-0.2251272727272727,8.909090909090908,33,87.06060606060606,357.60848484848486,0.0311845058756497,8.909090909090908,-0.0066213903743315,2873.0,high,"[('anxiety', 2), ('headache', 1), ('rash', 1)]",-7.429199999999999,-19.599716804407713,0.374741913282863,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.5902393206347223,0.6993697498787181,0.3748314353057657,High Performer
Ditropan,-0.0663999999999999,5.714285714285714,7,18.142857142857142,66.64571428571429,0.0107986038874218,5.714285714285714,-0.0082999999999999,127.0,medium,"[('dry mouth', 3), ('sweating', 1), ('nausea', 1)]",-0.4647999999999993,-1.2046857142857126,0.3656716417910448,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.6891351849571983,0.5513028494607182,0.4644508822141934,High Performer
Ditropan XL,0.6659,10.0,1,18.0,133.59,0.0154889621920385,10.0,0.33295,18.0,low,"[('dry mouth', 1)]",0.6659,11.9862,0.0526315789473684,[],[],3.2691852557425722,0.18438077519392934,0.8282412404290462,High Performer
Divalproex sodium,0.0077133757961783,6.656050955414012,157,32.210191082802545,875.1917197452229,0.0674482556225559,6.656050955414012,4.8818834153027216e-05,5057.0,high,"[('weight gain', 39), ('headache', 17), ('pain', 12)]",1.2109999999999932,0.2484493082883672,4.727464518603759,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.0184098100249557,0.5435919468146622,0.4730080660942879,High Performer
Divigel,-0.9083,1.0,1,7.0,-65.83,0.0015168771495799,1.0,-0.45415,7.0,low,"[('pain', 1)]",-0.9083,-6.3581,0.125,['Negative patient sentiment detected'],['Investigate patient complaints'],-0.0647122193692158,0.9609544594044558,0.048170365615359534,High Risk
Docetaxel,-0.43865,3.0,4,15.25,36.635000000000005,0.0086959449154786,3.0,-0.08773,61.0,medium,"[('pain', 3), ('nausea', 1), ('fever', 1)]",-1.7546,-6.6894124999999995,0.2461538461538461,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",0.7253147828739361,0.7343418806800237,0.27938369521010636,High Performer
Docosanol,-0.1492924528301886,5.8584905660377355,106,8.81132075471698,552.6933962264151,0.0448528589609618,5.8584905660377355,-0.0013952565685064,934.0,high,"[('pain', 20), ('fever', 4)]",-15.824999999999992,-1.3154636881452466,10.803846153846154,"['Negative patient sentiment detected', 'High market demand']","['Investigate patient complaints', 'Increase production and distribution']",1.709518939271134,0.5943029622871265,0.4058725225984241,High Performer
Doculax,-0.9524,2.0,1,2.0,-86.24000000000001,8.68788760036536e-05,2.0,-0.4762,2.0,low,"[('constipation', 1)]",-0.9524,-1.9048,0.3333333333333333,['Negative patient sentiment detected'],['Investigate patient complaints'],0.21721613552481894,0.9782197704092404,0.02683977412530164,High Risk
Docusate,0.4345375,7.25,8,29.375,146.20375,0.0163727270486442,7.25,0.0482819444444444,235.0,medium,"[('constipation', 4)]",3.4763,12.7645390625,0.2633744855967078,[],[],2.35190702024308,0.31168845633612396,0.7121153829281994,High Performer
Docusate / senna,0.781,10.0,1,10.0,144.10000000000002,0.0162253307297791,10.0,0.3905,10.0,low,"[('pain', 1)]",0.781,7.81,0.0909090909090909,[],[],3.3154475286511316,0.11917527280158485,0.8854207855814474,High Performer
Dofetilide,0.2934611111111111,8.0,18,67.94444444444444,283.235,0.0259736310626568,8.0,0.0154453216374269,1223.0,high,"[('fatigue', 2), ('dry mouth', 1), ('pain', 1)]",5.2823,19.939052160493823,0.2610797743755036,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.523374498417402,0.4201941581690912,0.6367471322672923,High Performer
Dolgic Plus,0.2364,8.428571428571429,7,4.857142857142857,106.35428571428572,0.0135807297369582,8.428571428571429,0.02955,34.0,medium,"[('headache', 3), ('nausea', 1), ('pain', 1)]",1.6548,1.1482285714285714,1.1951219512195124,['Multiple side effects reported'],['Review drug safety profile'],2.625380684177847,0.3871892472734318,0.614451240655969,High Performer
Dolophine,-0.1584333333333333,9.0,6,61.0,172.15666666666667,0.0181910820720446,9.0,-0.0226333333333333,366.0,medium,"[('pain', 5)]",-0.9505999999999996,-9.66443333333333,0.0967741935483871,['Negative patient sentiment detected'],['Investigate patient complaints'],2.6402675575351604,0.638225241275219,0.41471518188584355,High Performer
Dolutegravir,-0.0910428571428571,7.285714285714286,7,3.2857142857142856,43.46714285714286,0.0091746295059019,7.285714285714286,-0.0113803571428571,23.0,medium,"[('headache', 1), ('diarrhea', 1)]",-0.6372999999999998,-0.2991408163265305,1.6333333333333333,['Negative patient sentiment detected'],['Investigate patient complaints'],2.1502164167172397,0.5494069164463642,0.45294644832840986,High Performer
Donepezil,-0.1862363636363636,5.136363636363637,22,48.22727272727273,200.83090909090907,0.0202001030011369,5.136363636363637,-0.008097233201581,1061.0,high,"[('diarrhea', 4), ('pain', 3), ('weight gain', 1)]",-4.097199999999999,-8.981671900826443,0.4469067405355494,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.470661859469031,0.6415983678810613,0.39980296149100925,High Performer
Donnatal,0.1901222222222222,9.666666666666666,9,49.333333333333336,170.67888888888888,0.018087543626628,9.666666666666666,0.0190122222222222,444.0,medium,"[('pain', 4), ('anxiety', 2), ('diarrhea', 2)]",1.7110999999999996,9.37936296296296,0.1788079470198675,['Multiple side effects reported'],['Review drug safety profile'],2.979658526668432,0.45310087360873497,0.5890450481452056,High Performer
Doral,0.49455,9.0,2,10.0,124.455,0.0148489311176083,9.0,0.16485,20.0,low,[],0.9891,4.9455,0.1818181818181818,[],[],2.9004520623058747,0.2625061676127391,0.7428882294902085,High Performer
